"cliente","descripcion","fecha_ingreso","fecha_garantia","marca","codigo","sector","grupo","criticidad","estado","fecha_ultimalectura","ultima_lectura","descrip_tecnica","area","proceso","numero_serie","meta disponibilidad","procesado","fec_proceso"
"JOSEMARIA","CAMION COMBUSTIBLE","01-09-2023 00:00","01-09-2023 00:00","FORD","DMCAMCAD098OB","JM","CAMION COMBUSTIBLE","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","F4000","ALTA MONTAÑA","SERVICIO DE TRANSPORTE Y DISTRIBUCIÓN DE COMBUSTIBLE","AD098OB","","",""
"JOSEMARIA","CAMION COMBUSTIBLE","01-09-2023 00:00","01-09-2023 00:00","MERCEDEZ BENZ","DMCAMCAE450BP","JM","CAMION COMBUSTIBLE","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","AXOR3131","ALTA MONTAÑA","SERVICIO DE TRANSPORTE Y DISTRIBUCIÓN DE COMBUSTIBLE","AE450BP","","",""
"JOSEMARIA","CAMION REGADOR","01-09-2023 00:00","01-09-2023 00:00","SCANIA","DMCAMRPMZ240","JM","CAMION REGADOR","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","G420,","ALTA MONTAÑA","SERVICIOS VIALES","PMZ240","","",""
"JOSEMARIA","CAMION TRACTOR","01-09-2023 00:00","01-09-2023 00:00","SCANIA","DMCATAE823BH","JM","CAMION TRACTOR","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","XT G410","ALTA MONTAÑA","SERVICIOS VIALES","AE823BH","","",""
"JOSEMARIA","CAMION HIDROGRUA","01-09-2023 00:00","01-09-2023 00:00","VOLVO","DMCAMHIAE015PW","JM","CAMION HIDROGRUA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","FMX460","ALTA MONTAÑA","SERVICIO DE HIDROGRÚA","AE015PW","","",""
"JOSEMARIA","CAMIONETA","01-09-2023 00:00","01-09-2023 00:00","TOYOTA","DMCTAAE209FO","JM","CAMIONETA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Hilux 2,8","ALTA MONTAÑA","SERVICIO DE CAMIONETAS","AE209FO","","",""
"JOSEMARIA","CAMIONETA","01-09-2023 00:00","01-09-2023 00:00","TOYOTA","DMCTAAE418HL","JM","CAMIONETA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Hilux 2,8","ALTA MONTAÑA","SERVICIO DE CAMIONETAS","AE418HL","","",""
"JOSEMARIA","CAMIONETA","01-09-2023 00:00","01-09-2023 00:00","TOYOTA","DMCTAAF564GJ","JM","CAMIONETA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Hilux 2,8","ALTA MONTAÑA","SERVICIO DE CAMIONETAS","AF564GJ","","",""
"JOSEMARIA","CAMIONETA","01-09-2023 00:00","01-09-2023 00:00","TOYOTA","DMCTAAF919OR","JM","CAMIONETA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Hilux 2.4","ALTA MONTAÑA","SERVICIO DE CAMIONETAS","AF919OR","","",""
"JOSEMARIA","CAMIONETA","01-09-2023 00:00","01-09-2023 00:00","TOYOTA","DMCTAAF860LJ","JM","CAMIONETA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Hilux 2.8","ALTA MONTAÑA","SERVICIO DE CAMIONETAS","AF860LJ","","",""
"JOSEMARIA","CAMIONETA","01-09-2023 00:00","01-09-2023 00:00","TOYOTA","DMCTAAG020GR","JM","CAMIONETA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Hilux 2.8","ALTA MONTAÑA","SERVICIO DE CAMIONETAS","AG020GR","","",""
"JOSEMARIA","CAMIONETA","01-09-2023 00:00","01-09-2023 00:00","TOYOTA","DMCTAAF395QH","JM","CAMIONETA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Hilux 2,8","ALTA MONTAÑA","SERVICIO DE CAMIONETAS","AF395QH","","",""
"JOSEMARIA","MOTONIVELADORA","01-09-2023 00:00","01-09-2023 00:00","CATERPILLAR","DMMOT01","JM","MOTONIVELADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","12M","ALTA MONTAÑA","SERVICIOS VIALES","CAT0012MCB9200943","","",""
"JOSEMARIA","MOTONIVELADORA","01-09-2023 00:00","01-09-2023 00:00","JHON DEERE","DMMOT02","JM","MOTONIVELADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","670G","ALTA MONTAÑA","SERVICIOS VIALES","1BZ670GAANC000147","","",""
"JOSEMARIA","MOTONIVELADORA","01-09-2023 00:00","01-09-2023 00:00","CATERPILLAR","DMMOT03","JM","MOTONIVELADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","670G","ALTA MONTAÑA","SERVICIOS VIALES","W9201301","","",""
"JOSEMARIA","MOTONIVELADORA","01-09-2023 00:00","01-09-2023 00:00","JHON DEERE","DMMOT06","JM","MOTONIVELADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","620G","ALTA MONTAÑA","SERVICIOS VIALES","1BZ620GATND000696","","",""
"JOSEMARIA","MOTONIVELADORA","01-09-2023 00:00","01-09-2023 00:00","JHON DEERE","DMMOT07","JM","MOTONIVELADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","670G","ALTA MONTAÑA","SERVICIOS VIALES","1BZ670GAKNC000160","","",""
"JOSEMARIA","PALA CARGADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMPCA04","JM","PALA CARGADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","WA320","ALTA MONTAÑA","SERVICIOS VIALES","KMTWA108CNBB20514","","",""
"JOSEMARIA","PALA CARGADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMPCA05","JM","PALA CARGADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","WA320","ALTA MONTAÑA","SERVICIOS VIALES","KMTWA108TNBB20622","","",""
"JOSEMARIA","PALA CARGADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMPCA06","JM","PALA CARGADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","WA320","ALTA MONTAÑA","SERVICIOS VIALES","KMTWA108ENBB20620","","",""
"JOSEMARIA","PALA CARGADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMPCA07","JM","PALA CARGADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","WA320","ALTA MONTAÑA","SERVICIOS VIALES","KMTWA108HMBB20436","","",""
"JOSEMARIA","PALA CARGADORA","01-09-2023 00:00","01-09-2023 00:00","CATERPILLAR","DMPCA08","JM","PALA CARGADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","938K","ALTA MONTAÑA","SERVICIOS VIALES","CAT0938KCW8K03232","","",""
"JOSEMARIA","PALA CARGADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMPCA09","JM","PALA CARGADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","WA320","ALTA MONTAÑA","SERVICIOS VIALES","KMTWA108ENBB20648","","",""
"JOSEMARIA","PALA CARGADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMPCA10","JM","PALA CARGADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","WA320","ALTA MONTAÑA","SERVICIOS VIALES","KMTWA108VMBB20402","","",""
"JOSEMARIA","TOPADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMTOP04","JM","TOPADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","...","ALTA MONTAÑA","SERVICIOS VIALES","KMT0D101L01012118","","",""
"JOSEMARIA","TOPADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMTOP05","JM","TOPADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","D155","ALTA MONTAÑA","SERVICIOS VIALES","KMT0D074CNC082462","","",""
"JOSEMARIA","TOPADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMTOP06","JM","TOPADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","D155","ALTA MONTAÑA","SERVICIOS VIALES","KMT0D074ENC082422","","",""
"JOSEMARIA","TOPADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMTOP07","JM","TOPADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","D155","ALTA MONTAÑA","SERVICIOS VIALES","KMT0DO74JNCO82461","","",""
"JOSEMARIA","RODILLO COMPACTADOR","01-09-2023 00:00","01-09-2023 00:00","691-BOMAG","DMRCP-01","JM","RODILLO COMPACTADOR","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","047-BW211D-40","ALTA MONTAÑA","SERVICIOS VIALES","961884302272","","",""
"JOSEMARIA","RODILLO COMPACTADOR","01-09-2023 00:00","01-09-2023 00:00","E32-AMMANN","DMRCP-02","JM","RODILLO COMPACTADOR","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","E32 AMMANN 074 ARS","ALTA MONTAÑA","SERVICIOS VIALES","AIN16358JP3058168","","",""
"JOSEMARIA","EXCAVADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMEXC05","JM","EXCAVADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","PC210","ALTA MONTAÑA","SERVICIOS VIALES","KMTPC282LNBB11675","","",""
"JOSEMARIA","MINICARGADORA","01-09-2023 00:00","01-09-2023 00:00","NEW HOLLAND","DMMCA-01","JM","MINICARGADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","L330","ALTA MONTAÑA","SERVICIOS VIALES","JAF0L330CPM428782","","",""
"JOSEMARIA","TANQUES DE COMBUSTIBLE","01-09-2023 00:00","01-09-2023 00:00","JONATHAN","DMTQC-01","JM","TANQUES DE COMBUSTIBLE","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","...","ALTA MONTAÑA","SERVICIO DE TRANSPORTE Y DISTRIBUCIÓN DE COMBUSTIBLE","2174/23","","",""
"JOSEMARIA","PLANTA FIJA DE COMBUSTIBLE","01-09-2023 00:00","01-09-2023 00:00","JONATHAN","DMPFC-01","JM","PLANTA FIJA DE COMBUSTIBLE","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","...","ALTA MONTAÑA","SERVICIO DE TRANSPORTE Y DISTRIBUCIÓN DE COMBUSTIBLE","217923","","",""
"JOSEMARIA","PLANTA FIJA DE COMBUSTIBLE","01-09-2023 00:00","01-09-2023 00:00","JONATHAN","DMPFC-02","JM","PLANTA FIJA DE COMBUSTIBLE","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","...","ALTA MONTAÑA","SERVICIO DE TRANSPORTE Y DISTRIBUCIÓN DE COMBUSTIBLE","203822","","",""
"JOSEMARIA","RETROPALA","01-09-2023 00:00","01-09-2023 00:00","CATERPILLAR","DMRTP02","JM","RETROPALA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","416","ALTA MONTAÑA","SERVICIOS VIALES","L9P04456","","",""
"FILO DEL SOL","CAMIONETA","01-09-2023 00:00","01-09-2023 00:00","TOYOTA","DMCTAAD013XU","FDS","CAMIONETA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Hilux 2,8","ALTA MONTAÑA","SERVICIO DE CAMIONETAS","AD013XU","","",""
"FILO DEL SOL","CAMIONETA","01-09-2023 00:00","01-09-2023 00:00","TOYOTA","DMCTAAF626MF","FDS","CAMIONETA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Hilux 2,8","ALTA MONTAÑA","SERVICIO DE CAMIONETAS","AF626MF","","",""
"FILO DEL SOL","CAMIONETA","01-09-2023 00:00","01-09-2023 00:00","TOYOTA","DMCTAAF626ND","FDS","CAMIONETA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Hilux 2,8","ALTA MONTAÑA","SERVICIO DE CAMIONETAS","AF626ND","","",""
"FILO DEL SOL","CAMIONETA","01-09-2023 00:00","01-09-2023 00:00","TOYOTA","DMCTAAE209FO","FDS","CAMIONETA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Hilux 2,8","ALTA MONTAÑA","SERVICIO DE CAMIONETAS","AE209FO","","",""
"FILO DEL SOL","CAMIONETA","01-09-2023 00:00","01-09-2023 00:00","TOYOTA","DMCTAAF919OR","FDS","CAMIONETA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Hilux 2,8","ALTA MONTAÑA","SERVICIO DE CAMIONETAS","AF919OR","","",""
"FILO DEL SOL","CAMIONETA","01-09-2023 00:00","01-09-2023 00:00","TOYOTA","DMCTAAF572UY","FDS","CAMIONETA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Hilux 2,8","ALTA MONTAÑA","SERVICIO DE CAMIONETAS","AF572UY","","",""
"FILO DEL SOL","CAMIONETA","01-09-2023 00:00","01-09-2023 00:00","TOYOTA","DMCTAAF860LJ","FDS","CAMIONETA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Hilux 2,8","ALTA MONTAÑA","SERVICIO DE CAMIONETAS","AF860LJ","","",""
"FILO DEL SOL","CAMIONETA","01-09-2023 00:00","01-09-2023 00:00","TOYOTA","DMCTAAF962SC","FDS","CAMIONETA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Hilux 2,8","ALTA MONTAÑA","SERVICIO DE CAMIONETAS","AF962SC","","",""
"FILO DEL SOL","CAMION COMBUSTIBLE","01-09-2023 00:00","01-09-2023 00:00","VOLVO","DMCAMCAD098OU","FDS","CAMION COMBUSTIBLE","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","VM330","ALTA MONTAÑA","SERVICIO DE TRANSPORTE Y DISTRIBUCIÓN DE COMBUSTIBLE","AD098OU","","",""
"FILO DEL SOL","CAMION COMBUSTIBLE","01-09-2023 00:00","01-09-2023 00:00","FORD","DMCAMCAD098OB","FDS","CAMION COMBUSTIBLE","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","F4000","ALTA MONTAÑA","SERVICIO DE TRANSPORTE Y DISTRIBUCIÓN DE COMBUSTIBLE","AD098OB","","",""
"FILO DEL SOL","CAMION HIDROGRUA","01-09-2023 00:00","01-09-2023 00:00","VOLVO","DMCAMHIAE015PW","FDS","CAMION HIDROGRUA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","FMX460","ALTA MONTAÑA","SERVICIO DE HIDROGRÚA","AE015PW","","",""
"FILO DEL SOL","CAMION COMBUSTIBLE","01-09-2023 00:00","01-09-2023 00:00","MERCEDEZ BENZ","DMCAMCAE450BP","FDS","CAMION COMBUSTIBLE","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Axor3131","ALTA MONTAÑA","SERVICIO DE TRANSPORTE Y DISTRIBUCIÓN DE COMBUSTIBLE","AE450BP","","",""
"FILO DEL SOL","CAMION VOLCADOR","01-09-2023 00:00","01-09-2023 00:00","MERCEDEZ BENZ","DMCAMVOGO344","FDS","CAMION VOLCADOR","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Atron1720","ALTA MONTAÑA","SERVICIOS VIALES","OGO344","","",""
"FILO DEL SOL","CAMION ACOPLADO","01-09-2023 00:00","01-09-2023 00:00","FORD","DMACPAA283NN","FDS","CAMION ACOPLADO","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","F4000","ALTA MONTAÑA","SERVICIOS VIALES","AA283NN","","",""
"FILO DEL SOL","CAMION COMBUSTIBLE","01-09-2023 00:00","01-09-2023 00:00","RENAULT","DMCAMCHBP467","FDS","CAMION COMBUSTIBLE","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Kerax440","ALTA MONTAÑA","SERVICIO DE TRANSPORTE Y DISTRIBUCIÓN DE COMBUSTIBLE","HBP467","","",""
"FILO DEL SOL","EXCAVADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMEXC01","FDS","EXCAVADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","PC200","ALTA MONTAÑA","SERVICIOS VIALES","KMTPC244CHBB50394","","",""
"FILO DEL SOL","EXCAVADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMEXC02","FDS","EXCAVADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","PC210","ALTA MONTAÑA","SERVICIOS VIALES","KMTPC282KMBB10842","","",""
"FILO DEL SOL","EXCAVADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMEXC03","FDS","EXCAVADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","PC350","ALTA MONTAÑA","SERVICIOS VIALES","KMTPC191JNBB10889","","",""
"FILO DEL SOL","EXCAVADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMEXC04","FDS","EXCAVADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","PC210","ALTA MONTAÑA","SERVICIOS VIALES","KMTPC282HPBB11731","","",""
"FILO DEL SOL","GRUPOS ELECTROGENOS 100 A 200 KW","01-09-2023 00:00","01-09-2023 00:00","N/A","DMGE01","FDS","GRUPOS ELECTROGENOS 100 A 200 KW","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","Palmero ","ALTA MONTAÑA","GENERADOR","DELTGEN (Falta documentación)","","",""
"FILO DEL SOL","MOTONIVELADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMMOT04","FDS","MOTONIVELADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","GD655-5","ALTA MONTAÑA","SERVICIOS VIALES","KMTGD026HNBB40317","","",""
"FILO DEL SOL","MOTONIVELADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMMOT05","FDS","MOTONIVELADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","GD655-5","ALTA MONTAÑA","SERVICIOS VIALES","KMTGD026ANBB40363","","",""
"FILO DEL SOL","PALA CARGADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMPCA01","FDS","PALA CARGADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","WA320","ALTA MONTAÑA","SERVICIOS VIALES","KMTWA108HMBB20436","","",""
"FILO DEL SOL","PALA CARGADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMPCA02","FDS","PALA CARGADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","WA320","ALTA MONTAÑA","SERVICIOS VIALES","KMTWA108LNBB20517","","",""
"FILO DEL SOL","PALA CARGADORA","01-09-2023 00:00","01-09-2023 00:00","CATERPILLAR","DMPCA03","FDS","PALA CARGADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","950GC","ALTA MONTAÑA","SERVICIOS VIALES","CAT00950JM5K06085","","",""
"FILO DEL SOL","RETROPALA","01-09-2023 00:00","01-09-2023 00:00","CATERPILLAR","DMRTP01","FDS","RETROPALA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","416","ALTA MONTAÑA","SERVICIOS VIALES","CAT000416LL9P02403","","",""
"FILO DEL SOL","TOPADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMTOP01","FDS","TOPADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","D155AX","ALTA MONTAÑA","SERVICIOS VIALES","KMT0D074ENCO82338","","",""
"FILO DEL SOL","TOPADORA","01-09-2023 00:00","01-09-2023 00:00","CATERPILLAR","DMTOP02","FDS","TOPADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","D8T","ALTA MONTAÑA","SERVICIOS VIALES","MB800774","","",""
"FILO DEL SOL","TOPADORA","01-09-2023 00:00","01-09-2023 00:00","KOMATSU","DMTOP03","FDS","TOPADORA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","D155AX","ALTA MONTAÑA","SERVICIOS VIALES","KMT0D074ENC082422","","",""
"FILO DEL SOL","RODILLO","01-09-2023 00:00","01-09-2023 00:00","AMMANN","DMROD01","FDS","RODILLO","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","ARS122","ALTA MONTAÑA","SERVICIOS VIALES","AIN16358JP3058171","","",""
"FILO DEL SOL","RETROPALA","01-09-2023 00:00","01-09-2023 00:00","HIDROMEK","DMRTP03","FDS","RETROPALA","A CONFIRMAR","A CONFIRMAR","01-09-2023 00:00","1.1","HMK 102 B","ALTA MONTAÑA","SERVICIOS VIALES","HMK102BNT2B80242","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","",""
